Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1/1/2007,22:51:00,0.386,0.000,244.290,1.600,0.000,0.000,0.0
30/1/2007,17:36:00,1.606,0.000,240.760,6.600,0.000,0.000,18.0
5/2/2007,16:26:00,0.540,0.000,242.930,2.200,0.000,0.000,0.0
11/2/2007,07:50:00,2.870,0.094,242.280,11.800,0.000,0.000,0.0
14/3/2007,18:32:00,0.230,0.000,238.270,1.000,0.000,0.000,0.0
10/2/2007,22:29:00,6.536,0.060,234.700,27.800,37.000,0.000,17.0
31/1/2007,04:32:00,0.244,0.000,243.820,1.000,0.000,0.000,0.0
28/2/2007,18:44:00,1.300,0.066,235.270,5.400,0.000,0.000,17.0
16/2/2007,07:36:00,4.218,0.112,241.070,17.400,39.000,0.000,0.0
25/2/2007,18:24:00,0.224,0.000,241.230,1.000,0.000,0.000,0.0
17/1/2007,07:52:00,2.172,0.274,238.530,9.200,0.000,0.000,17.0
30/1/2007,20:37:00,3.460,0.000,237.770,14.600,1.000,0.000,17.0
5/1/2007,05:00:00,2.374,0.092,242.150,9.800,0.000,0.000,0.0
31/12/2006,23:42:00,2.450,0.000,240.280,10.200,0.000,0.000,0.0
6/2/2007,19:38:00,0.406,0.122,238.520,1.800,0.000,0.000,0.0
20/1/2007,12:51:00,4.026,0.210,239.050,17.400,19.000,0.000,17.0
16/3/2007,15:21:00,0.306,0.092,242.670,1.200,0.000,0.000,0.0
19/2/2007,18:02:00,2.282,0.180,236.920,9.800,0.000,1.000,17.0
6/3/2007,16:35:00,0.338,0.106,240.400,1.400,0.000,2.000,0.0
23/2/2007,21:17:00,0.306,0.090,238.720,1.400,0.000,1.000,0.0
3/2/2007,10:02:00,1.440,0.124,241.810,6.000,0.000,0.000,18.0
7/1/2007,17:06:00,2.318,0.198,238.630,9.600,0.000,4.000,18.0
19/1/2007,19:09:00,1.356,0.126,237.340,5.600,0.000,0.000,0.0
25/2/2007,16:55:00,0.218,0.000,241.920,0.800,0.000,0.000,0.0
12/3/2007,17:43:00,1.506,0.200,241.020,6.200,0.000,0.000,18.0
8/3/2007,01:34:00,0.306,0.064,240.540,1.200,0.000,1.000,0.0
11/2/2007,12:35:00,4.490,0.234,237.650,18.800,38.000,3.000,17.0
8/3/2007,12:12:00,0.412,0.210,241.400,1.800,0.000,1.000,0.0
4/3/2007,01:19:00,0.386,0.214,239.580,1.800,0.000,0.000,0.0
7/3/2007,15:34:00,1.412,0.108,243.860,5.800,0.000,0.000,18.0
7/1/2007,20:05:00,3.012,0.000,233.970,13.000,0.000,1.000,17.0
31/1/2007,18:00:00,2.538,0.340,237.880,10.600,0.000,2.000,18.0
4/1/2007,20:14:00,1.600,0.164,236.420,6.800,0.000,0.000,0.0
20/1/2007,05:45:00,0.236,0.000,241.560,1.000,0.000,0.000,0.0
24/12/2006,04:41:00,0.820,0.144,248.660,5.000,0.000,0.000,0.0
2/3/2007,08:34:00,0.222,0.000,240.190,1.000,0.000,0.000,0.0
6/2/2007,05:14:00,0.464,0.334,238.990,2.400,0.000,1.000,0.0
13/1/2007,03:47:00,0.244,0.050,245.760,1.200,0.000,0.000,0.0
5/3/2007,09:17:00,1.380,0.072,240.120,5.600,0.000,1.000,18.0
31/12/2006,15:43:00,2.526,0.160,241.540,10.400,0.000,0.000,0.0
21/12/2006,14:44:00,0.290,0.000,243.080,1.400,0.000,0.000,0.0
5/2/2007,04:43:00,0.284,0.000,242.620,1.200,0.000,0.000,0.0
30/1/2007,16:43:00,1.654,0.140,243.350,6.800,0.000,0.000,18.0
12/3/2007,03:44:00,0.244,0.000,245.440,1.000,0.000,0.000,0.0
13/3/2007,15:15:00,0.232,0.000,243.240,1.000,0.000,0.000,0.0
10/2/2007,18:57:00,3.162,0.126,234.490,13.400,0.000,0.000,17.0
27/12/2006,15:01:00,0.476,0.400,243.710,2.600,0.000,1.000,0.0
29/12/2006,21:58:00,2.334,0.164,236.200,9.800,0.000,3.000,17.0
19/1/2007,19:28:00,0.284,0.100,236.810,1.200,0.000,0.000,0.0
21/2/2007,16:31:00,1.662,0.000,241.990,6.800,0.000,0.000,18.0
7/2/2007,04:11:00,0.324,0.124,241.480,1.400,0.000,0.000,0.0
26/12/2006,07:21:00,2.730,0.000,240.360,11.200,0.000,0.000,0.0
23/12/2006,16:25:00,2.724,0.590,240.750,11.400,0.000,0.000,17.0
26/2/2007,22:19:00,0.216,0.000,240.390,0.800,0.000,0.000,0.0
26/12/2006,12:41:00,2.428,0.000,240.540,10.200,0.000,0.000,17.0
18/2/2007,03:11:00,2.464,0.214,241.540,10.200,0.000,2.000,0.0
27/1/2007,07:24:00,0.788,0.208,241.880,3.400,0.000,0.000,0.0
11/1/2007,10:17:00,1.276,0.000,239.030,5.200,0.000,0.000,17.0
3/1/2007,01:08:00,1.486,0.072,243.300,6.000,0.000,1.000,0.0
2/3/2007,20:57:00,0.290,0.062,240.890,1.400,0.000,0.000,0.0
22/12/2006,03:47:00,0.228,0.000,244.430,1.000,0.000,0.000,0.0
3/1/2007,16:56:00,0.410,0.294,243.030,2.000,0.000,0.000,0.0
30/1/2007,07:57:00,3.470,0.136,234.670,14.800,0.000,1.000,17.0
25/1/2007,20:18:00,2.198,0.272,239.510,9.200,0.000,1.000,18.0
27/2/2007,16:35:00,0.306,0.124,244.290,1.400,0.000,1.000,0.0
11/1/2007,19:57:00,6.978,0.552,229.030,30.600,36.000,22.000,16.0
12/3/2007,13:00:00,0.766,0.000,239.010,3.400,0.000,0.000,0.0
18/2/2007,13:03:00,7.160,0.202,233.170,30.800,0.000,73.000,16.0
23/2/2007,07:04:00,5.350,0.222,233.730,22.800,0.000,1.000,0.0
30/12/2006,17:46:00,1.994,0.296,236.040,8.600,0.000,0.000,17.0
24/1/2007,23:08:00,0.804,0.092,244.390,3.400,0.000,0.000,0.0
13/3/2007,22:55:00,3.260,0.294,239.300,13.600,0.000,38.000,0.0
6/3/2007,05:52:00,0.204,0.046,240.450,0.800,0.000,0.000,0.0
17/2/2007,14:49:00,0.684,0.046,241.580,2.800,0.000,0.000,0.0
19/1/2007,12:27:00,0.292,0.124,241.590,1.200,0.000,2.000,0.0
4/3/2007,16:28:00,3.770,0.220,240.320,16.000,0.000,30.000,18.0
10/3/2007,20:04:00,5.266,0.268,233.190,22.800,0.000,0.000,17.0
28/1/2007,11:06:00,0.528,0.000,240.460,2.200,0.000,0.000,0.0
16/3/2007,10:56:00,0.230,0.000,242.390,1.000,0.000,0.000,0.0
10/1/2007,09:12:00,3.980,0.186,238.370,16.600,0.000,39.000,17.0
22/1/2007,01:06:00,0.214,0.000,243.680,0.800,0.000,0.000,0.0
24/1/2007,17:00:00,1.696,0.000,246.200,7.200,0.000,0.000,0.0
23/12/2006,01:54:00,0.588,0.076,242.940,3.800,0.000,0.000,0.0
13/2/2007,00:03:00,0.320,0.128,243.820,1.400,0.000,0.000,0.0
19/1/2007,18:39:00,1.356,0.218,235.270,5.800,0.000,0.000,0.0
29/1/2007,05:18:00,1.520,0.254,244.200,6.200,0.000,2.000,18.0
8/1/2007,09:05:00,1.048,0.146,236.810,4.400,0.000,0.000,0.0
17/1/2007,19:18:00,2.322,0.064,236.770,9.800,0.000,0.000,0.0
15/1/2007,03:13:00,0.312,0.154,244.910,1.400,0.000,0.000,0.0
5/2/2007,23:30:00,0.248,0.000,244.070,1.000,0.000,0.000,0.0
5/1/2007,03:30:00,2.436,0.174,242.020,10.000,0.000,1.000,0.0
9/1/2007,07:14:00,1.846,0.258,237.870,7.800,0.000,0.000,17.0
25/1/2007,20:53:00,1.982,0.074,242.820,8.200,0.000,0.000,18.0
9/3/2007,13:02:00,1.450,0.094,239.310,6.000,0.000,2.000,17.0
23/12/2006,17:29:00,4.930,0.198,233.130,21.000,1.000,1.000,16.0
18/12/2006,01:58:00,0.206,0.000,244.850,0.800,0.000,0.000,0.0
13/2/2007,07:09:00,0.694,0.000,242.420,2.800,0.000,0.000,0.0
5/2/2007,15:54:00,1.788,0.214,243.020,7.400,0.000,1.000,19.0
18/1/2007,11:30:00,0.312,0.146,240.180,1.400,0.000,0.000,0.0
3/1/2007,16:21:00,0.338,0.206,246.200,1.600,0.000,1.000,0.0
17/1/2007,17:23:00,4.614,0.194,238.960,19.200,0.000,36.000,17.0
30/1/2007,04:06:00,0.244,0.000,245.170,1.000,0.000,0.000,0.0
19/12/2006,20:43:00,2.936,0.216,242.780,12.200,0.000,38.000,0.0
30/12/2006,08:24:00,2.000,0.266,241.360,8.400,0.000,0.000,0.0
22/1/2007,20:15:00,3.700,0.048,235.310,15.800,0.000,0.000,16.0
16/1/2007,04:13:00,0.234,0.000,242.450,1.000,0.000,0.000,0.0
26/2/2007,15:18:00,0.416,0.302,243.620,2.000,0.000,1.000,0.0
22/1/2007,19:24:00,3.666,0.204,234.110,15.600,0.000,1.000,17.0
12/1/2007,11:34:00,0.284,0.130,240.790,1.400,0.000,0.000,0.0
5/2/2007,02:46:00,0.306,0.000,244.550,1.400,0.000,0.000,0.0
24/2/2007,18:57:00,0.298,0.096,233.270,1.200,0.000,0.000,0.0
18/1/2007,15:17:00,0.328,0.138,242.620,1.400,0.000,0.000,0.0
13/1/2007,06:39:00,0.398,0.284,245.520,2.000,0.000,0.000,0.0
14/1/2007,12:43:00,0.488,0.258,238.880,2.400,0.000,2.000,0.0
5/2/2007,02:30:00,0.286,0.000,244.160,1.200,0.000,0.000,0.0
26/12/2006,14:25:00,4.030,0.144,243.260,16.800,0.000,29.000,18.0
16/1/2007,17:44:00,3.930,0.548,235.920,16.800,0.000,1.000,17.0
6/1/2007,07:41:00,0.418,0.288,240.410,2.000,0.000,1.000,0.0
8/3/2007,23:15:00,0.448,0.000,242.830,1.800,0.000,0.000,0.0
8/1/2007,07:38:00,0.728,0.142,239.520,3.000,0.000,0.000,0.0
21/2/2007,05:29:00,0.286,0.084,240.410,1.200,0.000,0.000,0.0
7/2/2007,05:03:00,0.222,0.000,243.290,1.000,0.000,0.000,0.0
28/12/2006,22:19:00,1.760,0.144,242.880,7.400,0.000,0.000,0.0
24/12/2006,00:25:00,3.638,0.094,240.400,15.600,0.000,0.000,17.0
17/2/2007,05:37:00,0.606,0.100,240.750,2.400,0.000,0.000,0.0
27/1/2007,06:24:00,0.308,0.132,245.630,1.400,0.000,2.000,0.0
31/1/2007,02:03:00,0.324,0.138,243.080,1.400,0.000,1.000,0.0
22/2/2007,17:58:00,0.704,0.086,239.230,3.000,0.000,1.000,0.0
30/1/2007,17:33:00,1.672,0.130,241.030,6.800,0.000,0.000,18.0
8/3/2007,03:25:00,0.370,0.114,241.930,1.600,0.000,1.000,0.0
29/12/2006,05:19:00,2.340,0.000,243.520,9.600,0.000,0.000,0.0
6/1/2007,11:59:00,2.416,0.000,233.740,10.400,0.000,0.000,17.0
18/1/2007,04:08:00,0.216,0.000,243.730,1.000,0.000,0.000,0.0
17/12/2006,08:08:00,2.272,0.054,240.620,9.400,0.000,0.000,0.0
27/2/2007,22:12:00,0.218,0.000,243.050,0.800,0.000,0.000,0.0
24/2/2007,22:59:00,0.216,0.000,240.710,0.800,0.000,0.000,0.0
29/12/2006,17:53:00,1.722,0.332,233.690,7.400,0.000,2.000,0.0
31/1/2007,08:52:00,1.376,0.076,235.540,5.800,0.000,0.000,17.0
30/1/2007,07:09:00,3.160,0.192,239.040,13.200,0.000,0.000,17.0
3/2/2007,22:58:00,2.112,0.190,240.670,8.800,0.000,0.000,17.0
5/2/2007,04:09:00,0.302,0.000,241.770,1.400,0.000,0.000,0.0
24/1/2007,23:32:00,0.828,0.064,245.280,3.600,0.000,0.000,0.0
31/12/2006,01:54:00,2.442,0.134,243.360,10.000,0.000,0.000,0.0
15/3/2007,06:57:00,2.014,0.198,242.660,8.200,0.000,0.000,18.0
3/2/2007,17:53:00,2.502,0.384,236.780,10.600,0.000,1.000,17.0
11/2/2007,07:53:00,3.054,0.130,241.910,12.600,0.000,0.000,0.0
14/2/2007,17:06:00,0.696,0.228,239.430,3.000,0.000,0.000,0.0
4/2/2007,03:36:00,2.376,0.100,240.050,9.800,0.000,0.000,0.0
5/3/2007,18:40:00,2.852,0.306,235.260,12.200,0.000,0.000,17.0
16/1/2007,14:21:00,1.918,0.140,241.880,8.000,0.000,0.000,18.0
15/2/2007,14:16:00,0.440,0.266,244.130,2.000,0.000,0.000,0.0
29/1/2007,22:24:00,0.506,0.000,240.910,2.000,0.000,0.000,0.0
16/2/2007,18:58:00,3.366,0.000,235.740,14.200,0.000,0.000,17.0
31/12/2006,22:23:00,2.484,0.046,240.430,10.200,0.000,1.000,0.0
22/1/2007,15:11:00,1.438,0.164,245.420,5.800,0.000,0.000,18.0
4/3/2007,16:17:00,1.724,0.300,240.990,7.200,0.000,1.000,18.0
15/1/2007,11:38:00,1.274,0.000,240.300,5.200,0.000,0.000,18.0
5/2/2007,00:57:00,0.454,0.216,239.520,2.000,0.000,1.000,0.0
25/12/2006,11:03:00,1.796,0.182,244.270,7.400,0.000,0.000,0.0
4/1/2007,07:52:00,2.238,0.000,237.570,9.400,0.000,0.000,0.0
12/3/2007,09:09:00,1.388,0.000,236.310,5.800,1.000,0.000,17.0
29/12/2006,11:23:00,1.372,0.112,241.590,5.600,0.000,0.000,18.0
24/1/2007,04:39:00,1.142,0.246,242.830,6.400,0.000,1.000,0.0
19/1/2007,18:18:00,0.214,0.000,238.980,1.000,0.000,0.000,0.0
4/3/2007,08:23:00,0.220,0.000,241.070,1.000,0.000,0.000,0.0
1/2/2007,17:12:00,0.234,0.000,242.600,1.000,0.000,0.000,0.0
29/1/2007,10:29:00,1.364,0.090,238.000,5.600,0.000,0.000,17.0
1/1/2007,17:08:00,1.566,0.000,236.270,6.600,0.000,0.000,18.0
22/12/2006,07:12:00,1.000,0.078,240.800,4.200,0.000,0.000,0.0
28/1/2007,01:25:00,0.880,0.000,240.790,5.400,0.000,0.000,0.0
8/3/2007,05:34:00,0.454,0.220,240.750,2.200,0.000,2.000,0.0
25/2/2007,05:08:00,0.326,0.124,241.420,1.400,0.000,0.000,0.0
5/2/2007,06:41:00,0.290,0.000,244.070,1.200,0.000,0.000,0.0
26/2/2007,17:53:00,0.294,0.120,243.270,1.200,0.000,2.000,0.0
14/1/2007,12:52:00,0.270,0.000,241.580,1.200,0.000,0.000,0.0
18/1/2007,17:23:00,1.752,0.000,237.450,7.400,0.000,0.000,17.0
9/1/2007,04:08:00,1.388,0.140,242.270,5.600,0.000,0.000,18.0
10/3/2007,16:54:00,1.346,0.184,239.930,6.600,0.000,0.000,0.0
14/1/2007,15:02:00,1.600,0.254,242.260,6.600,0.000,0.000,18.0
3/2/2007,18:10:00,3.526,0.142,233.150,15.000,0.000,0.000,17.0
28/2/2007,16:04:00,0.316,0.130,242.440,1.400,0.000,0.000,0.0
23/1/2007,14:15:00,0.318,0.134,244.080,1.400,0.000,0.000,0.0
22/12/2006,01:11:00,0.286,0.108,242.530,1.200,0.000,1.000,0.0
30/12/2006,03:58:00,0.324,0.182,246.630,1.600,0.000,2.000,0.0
11/1/2007,19:10:00,3.466,0.178,234.800,14.800,0.000,0.000,17.0
7/2/2007,21:04:00,3.310,0.056,236.770,14.000,0.000,0.000,17.0
25/2/2007,01:07:00,0.212,0.000,238.520,0.800,0.000,0.000,0.0
14/3/2007,13:36:00,1.570,0.336,241.120,6.600,0.000,1.000,18.0
15/1/2007,05:07:00,0.210,0.000,242.380,0.800,0.000,0.000,0.0
18/1/2007,12:26:00,0.218,0.000,240.880,1.000,0.000,0.000,0.0
29/12/2006,20:52:00,3.378,0.112,232.810,14.400,36.000,1.000,0.0
19/2/2007,23:33:00,2.708,0.292,243.380,11.200,0.000,0.000,0.0
21/12/2006,04:37:00,0.208,0.000,245.860,0.800,0.000,0.000,0.0
14/1/2007,21:58:00,2.020,0.272,236.890,8.600,0.000,0.000,17.0
28/1/2007,21:43:00,4.628,0.142,234.320,19.600,37.000,0.000,17.0
28/2/2007,09:01:00,0.316,0.116,239.240,1.400,0.000,0.000,0.0
3/3/2007,22:17:00,1.432,0.200,238.800,6.000,0.000,0.000,17.0
15/3/2007,00:58:00,0.216,0.000,241.910,0.800,0.000,0.000,0.0
22/12/2006,03:44:00,0.282,0.118,245.380,1.200,0.000,1.000,0.0
21/1/2007,17:49:00,3.928,0.102,232.410,17.000,0.000,31.000,16.0
17/1/2007,18:04:00,1.434,0.282,240.700,6.000,0.000,1.000,0.0
22/2/2007,08:33:00,3.488,0.206,238.370,14.600,0.000,1.000,18.0
26/2/2007,09:27:00,0.278,0.078,235.790,1.200,0.000,0.000,0.0
20/1/2007,23:43:00,1.586,0.130,244.130,6.400,0.000,0.000,0.0
13/2/2007,20:48:00,2.530,0.000,236.240,10.600,0.000,0.000,18.0
23/12/2006,22:37:00,8.632,0.288,234.020,36.800,38.000,1.000,0.0
17/12/2006,00:40:00,2.468,0.078,241.520,10.200,0.000,0.000,0.0
15/1/2007,02:56:00,0.304,0.148,246.410,1.400,0.000,2.000,0.0
7/3/2007,18:27:00,3.710,0.000,237.410,15.600,0.000,37.000,0.0
17/1/2007,15:44:00,2.806,0.048,242.760,11.800,0.000,14.000,18.0
24/12/2006,11:32:00,2.076,0.248,236.110,8.800,0.000,6.000,17.0
1/2/2007,03:01:00,0.252,0.000,243.570,1.000,0.000,0.000,0.0
1/3/2007,16:34:00,1.446,0.226,238.950,6.000,0.000,1.000,17.0
9/3/2007,21:29:00,0.300,0.000,241.090,1.200,0.000,0.000,0.0
11/3/2007,18:29:00,2.424,0.050,240.910,10.000,0.000,1.000,17.0
4/3/2007,20:01:00,4.142,0.000,235.330,17.600,1.000,36.000,17.0
10/1/2007,22:02:00,0.988,0.000,238.510,4.000,0.000,0.000,0.0
25/2/2007,04:22:00,0.392,0.232,241.810,1.800,0.000,1.000,0.0
5/2/2007,21:40:00,1.974,0.000,242.800,8.000,0.000,0.000,18.0
9/3/2007,16:54:00,0.318,0.000,243.920,1.400,0.000,0.000,0.0
2/1/2007,22:19:00,0.426,0.054,242.020,1.800,0.000,0.000,0.0
8/3/2007,03:04:00,1.310,0.064,240.700,5.400,0.000,0.000,17.0
3/2/2007,18:26:00,3.898,0.342,234.630,16.600,0.000,0.000,17.0
3/2/2007,01:54:00,3.356,0.090,236.100,14.200,0.000,0.000,17.0
19/12/2006,11:10:00,4.618,0.072,235.530,19.600,0.000,72.000,0.0
18/12/2006,03:57:00,0.378,0.242,245.140,1.800,0.000,0.000,0.0
11/3/2007,02:00:00,2.410,0.104,238.650,10.000,0.000,0.000,0.0
15/2/2007,10:37:00,1.310,0.000,239.060,5.400,0.000,0.000,18.0
5/2/2007,08:59:00,1.570,0.078,239.590,6.400,0.000,0.000,18.0
17/12/2006,02:30:00,2.444,0.098,243.930,10.000,0.000,0.000,0.0
2/2/2007,02:59:00,0.224,0.000,243.150,1.000,0.000,0.000,0.0
9/1/2007,09:30:00,3.632,0.170,236.230,15.400,37.000,0.000,17.0
23/1/2007,22:27:00,1.012,0.112,243.520,5.800,0.000,0.000,0.0
1/1/2007,17:32:00,1.592,0.252,238.990,6.600,0.000,1.000,18.0
2/2/2007,12:38:00,0.834,0.090,239.460,3.400,0.000,0.000,0.0
2/2/2007,02:47:00,0.330,0.136,245.050,1.400,0.000,0.000,0.0
13/2/2007,14:51:00,0.684,0.000,245.820,2.800,0.000,0.000,0.0
8/2/2007,20:01:00,1.992,0.112,239.070,8.400,1.000,0.000,0.0
1/2/2007,20:31:00,2.184,0.180,235.570,9.200,0.000,2.000,17.0
16/1/2007,20:40:00,0.896,0.000,240.910,3.800,0.000,0.000,0.0
1/3/2007,07:48:00,0.216,0.000,240.890,0.800,0.000,0.000,0.0
14/2/2007,16:34:00,2.550,0.280,239.550,11.200,0.000,19.000,0.0
31/1/2007,02:16:00,0.342,0.156,244.390,1.600,0.000,0.000,0.0
29/12/2006,18:41:00,3.468,0.128,231.110,15.000,0.000,36.000,0.0
17/12/2006,05:56:00,2.026,0.212,245.140,9.000,0.000,0.000,0.0
12/1/2007,01:12:00,0.308,0.144,240.750,1.400,0.000,2.000,0.0
11/1/2007,00:06:00,0.440,0.338,246.630,2.200,0.000,0.000,0.0
9/2/2007,19:42:00,2.256,0.208,236.180,9.600,0.000,1.000,0.0
3/1/2007,05:21:00,0.246,0.048,244.520,1.000,0.000,0.000,0.0
18/2/2007,17:43:00,4.380,0.296,234.300,18.600,38.000,2.000,17.0
13/1/2007,14:11:00,1.546,0.192,240.740,6.400,1.000,0.000,18.0
10/2/2007,13:43:00,2.512,0.110,241.620,10.800,1.000,0.000,18.0
19/1/2007,21:51:00,2.436,0.222,237.650,10.200,0.000,0.000,18.0
12/1/2007,20:54:00,2.448,0.428,239.170,10.400,0.000,1.000,17.0
24/12/2006,18:54:00,0.588,0.246,241.510,2.600,0.000,1.000,0.0
25/1/2007,21:59:00,1.264,0.000,239.870,5.200,0.000,0.000,0.0
7/3/2007,21:32:00,3.712,0.198,237.320,15.600,0.000,2.000,18.0
25/12/2006,18:47:00,2.026,0.354,241.050,8.400,0.000,1.000,0.0
25/12/2006,21:30:00,4.332,0.172,236.640,18.400,0.000,31.000,18.0
10/3/2007,02:05:00,0.224,0.000,242.930,1.000,0.000,0.000,0.0
11/1/2007,11:58:00,0.304,0.164,241.620,1.400,0.000,1.000,0.0
17/12/2006,18:02:00,3.386,0.170,236.310,14.200,0.000,0.000,17.0
9/2/2007,06:31:00,0.230,0.000,243.060,1.000,0.000,0.000,0.0
8/1/2007,08:26:00,2.018,0.126,237.850,8.400,0.000,0.000,17.0
13/3/2007,19:30:00,2.370,0.298,236.060,10.000,1.000,4.000,0.0
7/2/2007,10:16:00,1.444,0.220,238.640,6.000,0.000,0.000,18.0
22/12/2006,01:34:00,0.376,0.242,245.540,1.800,0.000,0.000,0.0
26/2/2007,08:00:00,0.218,0.000,242.360,0.800,0.000,0.000,0.0
19/2/2007,12:20:00,2.262,0.082,237.620,9.400,0.000,0.000,17.0
21/2/2007,16:45:00,1.794,0.216,241.050,7.400,0.000,0.000,18.0
3/3/2007,23:46:00,0.476,0.332,242.500,2.400,0.000,1.000,0.0
14/3/2007,07:42:00,1.464,0.074,239.810,6.000,0.000,0.000,18.0
24/1/2007,11:48:00,1.572,0.236,238.660,6.600,0.000,0.000,18.0
30/1/2007,09:08:00,1.382,0.118,238.280,5.800,0.000,0.000,18.0
4/3/2007,21:10:00,3.062,0.304,238.030,12.800,0.000,1.000,18.0
2/1/2007,21:14:00,1.614,0.190,241.020,6.800,0.000,0.000,0.0
28/12/2006,16:56:00,1.876,0.110,241.250,7.800,0.000,0.000,18.0
16/1/2007,21:21:00,1.292,0.000,239.540,5.400,0.000,0.000,0.0
4/2/2007,03:46:00,2.294,0.000,240.520,9.400,0.000,0.000,0.0
6/2/2007,21:36:00,2.842,0.266,238.330,12.000,0.000,1.000,17.0
6/3/2007,04:16:00,0.210,0.000,243.390,0.800,0.000,0.000,0.0
21/12/2006,03:23:00,0.290,0.104,244.720,1.200,0.000,1.000,0.0
27/12/2006,17:13:00,0.228,0.000,241.900,1.000,0.000,0.000,0.0
26/12/2006,06:58:00,2.350,0.098,240.000,9.800,0.000,2.000,0.0
10/1/2007,13:53:00,0.382,0.202,240.850,1.800,0.000,0.000,0.0
21/2/2007,18:35:00,4.164,0.334,235.960,17.600,0.000,39.000,0.0
19/1/2007,04:50:00,0.394,0.228,239.970,1.800,0.000,1.000,0.0
23/12/2006,18:07:00,3.720,0.046,239.370,15.400,0.000,0.000,17.0
4/2/2007,17:17:00,2.070,0.122,238.410,8.600,0.000,3.000,17.0
13/1/2007,15:13:00,1.640,0.238,243.610,6.800,0.000,0.000,18.0
30/12/2006,05:28:00,0.226,0.000,245.540,1.000,0.000,0.000,0.0
23/12/2006,01:33:00,1.426,0.072,245.010,7.200,0.000,0.000,0.0
14/1/2007,17:12:00,3.400,0.052,236.200,14.400,0.000,36.000,0.0
5/1/2007,23:41:00,1.740,0.156,241.840,7.200,0.000,0.000,18.0
4/1/2007,04:07:00,2.306,0.000,240.990,9.400,0.000,0.000,0.0
24/1/2007,14:01:00,2.820,0.138,242.010,12.400,25.000,0.000,18.0
16/1/2007,17:17:00,1.992,0.126,239.450,8.200,0.000,0.000,18.0
30/12/2006,22:18:00,2.562,0.256,239.580,10.600,0.000,0.000,0.0
30/1/2007,23:39:00,0.544,0.000,242.340,2.400,0.000,0.000,0.0
13/1/2007,11:01:00,7.568,0.354,231.840,32.600,36.000,38.000,16.0
12/3/2007,21:22:00,3.056,0.134,238.390,13.400,0.000,16.000,0.0
13/1/2007,10:36:00,1.596,0.186,238.180,6.600,1.000,0.000,0.0
6/3/2007,06:40:00,1.322,0.000,243.080,5.400,0.000,0.000,18.0
21/2/2007,08:18:00,1.362,0.000,237.800,5.600,0.000,0.000,17.0
15/2/2007,03:39:00,0.256,0.000,243.270,1.200,0.000,0.000,0.0
14/2/2007,17:07:00,0.714,0.236,240.170,3.000,0.000,0.000,0.0
15/2/2007,20:47:00,3.174,0.202,237.050,13.400,0.000,1.000,17.0
21/2/2007,08:06:00,1.726,0.096,239.370,7.200,0.000,0.000,18.0
1/3/2007,22:20:00,0.218,0.000,241.820,0.800,0.000,0.000,0.0
28/2/2007,15:02:00,0.216,0.000,240.550,0.800,0.000,0.000,0.0
22/12/2006,09:47:00,3.492,0.000,237.550,14.600,37.000,0.000,17.0
13/3/2007,14:56:00,0.306,0.096,243.830,1.200,0.000,0.000,0.0
29/12/2006,19:13:00,1.218,0.104,233.820,5.200,0.000,0.000,0.0
8/1/2007,10:13:00,1.254,0.000,237.290,5.200,0.000,0.000,17.0
3/3/2007,18:55:00,1.226,0.284,237.040,5.200,0.000,1.000,0.0
9/3/2007,09:38:00,1.762,0.000,239.100,7.400,0.000,0.000,17.0
21/1/2007,03:01:00,0.214,0.000,243.820,0.800,0.000,0.000,0.0
28/1/2007,15:58:00,2.072,0.084,241.550,8.600,0.000,0.000,18.0
5/3/2007,03:58:00,0.280,0.000,241.740,1.400,0.000,0.000,0.0
6/1/2007,03:13:00,0.326,0.172,246.250,1.600,0.000,0.000,0.0
29/12/2006,11:19:00,1.468,0.246,241.480,6.000,0.000,0.000,18.0
19/12/2006,13:24:00,0.318,0.130,243.010,1.400,0.000,0.000,0.0
5/1/2007,20:15:00,3.216,0.000,237.860,13.400,39.000,0.000,0.0
25/2/2007,20:27:00,0.220,0.000,243.030,0.800,0.000,0.000,0.0
28/1/2007,02:51:00,0.232,0.000,244.950,1.000,0.000,0.000,0.0
24/2/2007,22:06:00,0.210,0.000,236.210,0.800,0.000,0.000,0.0
14/1/2007,23:30:00,1.296,0.000,242.580,5.200,0.000,0.000,18.0
9/1/2007,23:21:00,1.724,0.254,243.740,7.400,0.000,24.000,0.0
19/1/2007,08:38:00,1.384,0.102,236.670,5.800,1.000,2.000,17.0
10/1/2007,02:43:00,0.330,0.172,244.200,1.600,0.000,1.000,0.0
12/2/2007,03:27:00,0.428,0.224,240.840,2.000,0.000,2.000,0.0
14/2/2007,15:08:00,5.194,0.186,240.410,21.600,0.000,37.000,17.0
21/12/2006,18:26:00,3.804,0.526,232.460,16.600,0.000,1.000,17.0
5/3/2007,07:37:00,2.998,0.158,239.880,12.600,0.000,22.000,17.0
22/12/2006,02:54:00,0.308,0.146,248.190,1.400,0.000,0.000,0.0
1/2/2007,18:53:00,3.006,0.254,237.070,12.600,0.000,2.000,17.0
6/1/2007,09:22:00,0.384,0.000,241.240,1.800,0.000,0.000,0.0
10/2/2007,12:07:00,3.780,0.126,234.680,16.000,0.000,35.000,17.0
25/12/2006,09:25:00,1.194,0.218,245.850,4.800,0.000,0.000,0.0
